"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"607","Michigan","Alcona County","Jackson",49203,36,188,42.2625997,-84.4631422,27605,18783,461.510638297872,935.996808510638,474.534042553191,0.212765957446809,0.191489361702128,0.420212765957447,18783,"Low",52725.6754563895
"608","Michigan","Alcona County","Jackson",49201,148,611,42.2874006,-84.4192403,68893,300000,467.087234042553,958.330441898527,491.243207855974,0.252045826513912,0.242225859247136,0.504091653027823,3e+05,"High",-228491.324543611
"609","Michigan","Alcona County","Jackson",49201,148,611,42.2734098,-84.3015238,67972,300000,467.087234042553,958.330441898527,491.243207855974,0.252045826513912,0.242225859247136,0.504091653027823,3e+05,"High",-228491.324543611
"612","Michigan","Alcona County","Clarklake",49234,0,20,42.1014298,-84.3284168,75430,53069,373,785,412,0,0,0,53069,"Medium",18439.6754563895
"613","Michigan","Alcona County","Parma",49269,77,215,42.2913571,-84.6098634,87031,92586,501.3,1025.1,523.8,0.404651162790698,0.358139534883721,0.697674418604651,92586,"High",-21077.3245436105
"614","Michigan","Alcona County","Jackson",49201,148,611,42.3724626,-84.4220744,50675,41776,467.087234042553,958.330441898527,491.243207855974,0.252045826513912,0.242225859247136,0.504091653027823,41776,"Medium",29732.6754563895
"615","Michigan","Alcona County","Brooklyn",49230,33,98,42.1242059,-84.1859328,67585,48652,497,993.6,496.5,0.36734693877551,0.336734693877551,0.530612244897959,48652,"Medium",22856.6754563895
"616","Michigan","Alcona County","Kalamazoo",49048,24,99,42.2987687,-85.5624219,30751,26735,468.2,950.8,482.6,0.252525252525253,0.242424242424242,0.414141414141414,26735,"Low",44773.6754563895
"619","Michigan","Alcona County","Kalamazoo",49008,0,82,42.2681588,-85.6020794,80774,71692,377.435365853659,778.524390243902,401.089024390244,0,0,0,71692,"Medium",-183.32454361055
"620","Michigan","Alcona County","Kalamazoo",49006,59,345,42.3050163,-85.6367264,38503,27883,449.4,933.2,483.8,0.179710144927536,0.171014492753623,0.48695652173913,27883,"Low",43625.6754563895
"621","Michigan","Alcona County","Traverse City",49686,179,368,44.7363947,-85.4544891,78116,71606,530.575543478261,1074.0902173913,543.514673913043,0.52445652173913,0.486413043478261,0.714673913043478,71606,"Medium",-97.3245436105499
"622","Michigan","Alcona County","Kalamazoo",49008,0,82,42.285421,-85.641612,69755,62257,377.435365853659,778.524390243902,401.089024390244,0,0,0,62257,"Medium",9251.67545638945
"623","Michigan","Alcona County","Kalamazoo",49008,0,82,42.2562191,-85.6213087,61437,52443,377.435365853659,778.524390243902,401.089024390244,0,0,0,52443,"Medium",19065.6754563895
"625","Michigan","Alcona County","Portage",49002,250,658,42.2126861,-85.5515809,37935,14375,505.665653495441,1035.59392097264,529.928267477204,0.39209726443769,0.379939209726444,0.677811550151976,14375,"Low",57133.6754563895
"626","Michigan","Alcona County","Portage",49024,148,352,42.2228075,-85.6017,81777,300000,514.873295454545,1043.82897727273,528.944602272727,0.431818181818182,0.420454545454545,0.647727272727273,3e+05,"High",-228491.324543611
"627","Michigan","Alcona County","Portage",49024,148,352,42.2134088,-85.6201071,107587,87201,514.873295454545,1043.82897727273,528.944602272727,0.431818181818182,0.420454545454545,0.647727272727273,87201,"High",-15692.3245436105
"628","Michigan","Alcona County","Kalamazoo",49048,24,99,42.2792561,-85.5022789,51824,42739,468.2,950.8,482.6,0.252525252525253,0.242424242424242,0.414141414141414,42739,"Medium",28769.6754563895
"630","Michigan","Alcona County","Kalamazoo",49004,23,108,42.3797033,-85.5576285,72662,300000,466.697222222222,943.130555555556,476.505555555556,0.231481481481481,0.212962962962963,0.462962962962963,3e+05,"High",-228491.324543611
"631","Michigan","Alcona County","Elk Rapids",49629,56,82,44.9229643,-85.400096,71411,54376,555.7,1109.5,553.8,0.707317073170732,0.682926829268293,0.829268292682927,54376,"Medium",17132.6754563895
"633","Michigan","Alcona County","Traverse City",49686,179,368,44.7768662,-85.5748058,76244,59414,530.575543478261,1074.0902173913,543.514673913043,0.52445652173913,0.486413043478261,0.714673913043478,59414,"Medium",12094.6754563895
"634","Michigan","Alcona County","Portage",49024,148,352,42.1986018,-85.6625253,113941,300000,514.873295454545,1043.82897727273,528.944602272727,0.431818181818182,0.420454545454545,0.647727272727273,3e+05,"High",-228491.324543611
"635","Michigan","Alcona County","Portage",49002,250,658,42.2339191,-85.5838702,47135,41028,505.665653495441,1035.59392097264,529.928267477204,0.39209726443769,0.379939209726444,0.677811550151976,41028,"Medium",30480.6754563895
"636","Michigan","Alcona County","Kalamazoo",49048,24,99,42.3115356,-85.5406088,46732,53646,468.2,950.8,482.6,0.252525252525253,0.242424242424242,0.414141414141414,53646,"Medium",17862.6754563895
"637","Michigan","Alcona County","Galesburg",49053,22,79,42.2943144,-85.3466615,58618,48119,487.2,1005.9,518.7,0.291139240506329,0.278481012658228,0.69620253164557,48119,"Medium",23389.6754563895
"638","Michigan","Alcona County","Kalkaska",49646,32,106,44.811672,-85.1826897,60070,48342,477.5,964.7,487.3,0.339622641509434,0.30188679245283,0.5,48342,"Medium",23166.6754563895
"640","Michigan","Alcona County","Grand Rapids",49505,142,252,43.0065784,-85.6478324,54368,49858,546.771031746032,1105.20793650794,558.487301587302,0.575396825396825,0.563492063492063,0.234126984126984,49858,"Medium",21650.6754563895
"641","Michigan","Alcona County","Grand Rapids",49504,60,444,42.9919169,-85.698656,52257,50310,439.862612612613,915.454054054054,475.601351351351,0.146396396396396,0.135135135135135,0.436936936936937,50310,"Medium",21198.6754563895
"642","Michigan","Alcona County","Grand Rapids",49505,142,252,42.9918681,-85.6491354,45514,34133,546.771031746032,1105.20793650794,558.487301587302,0.575396825396825,0.563492063492063,0.234126984126984,34133,"Low",37375.6754563895
"643","Michigan","Alcona County","Grand Rapids",49503,9,207,42.9788327,-85.6486542,44262,300000,420.930434782609,855.513043478261,434.504347826087,0.0579710144927536,0.0434782608695652,0.198067632850242,3e+05,"High",-228491.324543611
"644","Michigan","Alcona County","Saint Louis",48880,25,81,43.4149609,-84.5924093,22499,300000,472.2,967.5,495.3,0.308641975308642,0.308641975308642,0.592592592592593,3e+05,"High",-228491.324543611
"645","Michigan","Alcona County","Grand Rapids",49504,60,444,42.9794587,-85.6948852,35194,21330,439.862612612613,915.454054054054,475.601351351351,0.146396396396396,0.135135135135135,0.436936936936937,21330,"Low",50178.6754563895
"646","Michigan","Alcona County","Grand Rapids",49504,60,444,42.97711,-85.7320743,79460,71721,439.862612612613,915.454054054054,475.601351351351,0.146396396396396,0.135135135135135,0.436936936936937,71721,"Medium",-212.32454361055
"647","Michigan","Alcona County","Grand Rapids",49503,9,207,42.9629575,-85.6613619,34289,16783,420.930434782609,855.513043478261,434.504347826087,0.0579710144927536,0.0434782608695652,0.198067632850242,16783,"Low",54725.6754563895
"648","Michigan","Alcona County","Grand Rapids",49506,159,303,42.958581,-85.6324893,72298,64049,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,64049,"Medium",7459.67545638945
"649","Michigan","Alcona County","Grand Rapids",49504,60,444,42.952367,-85.7025943,46215,45066,439.862612612613,915.454054054054,475.601351351351,0.146396396396396,0.135135135135135,0.436936936936937,45066,"Medium",26442.6754563895
"650","Michigan","Alcona County","Grand Rapids",49506,159,303,42.9479766,-85.644402,25151,22468,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,22468,"Low",49040.6754563895
"651","Michigan","Alcona County","Grand Rapids",49506,159,303,42.9334635,-85.6244011,67053,59312,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,59312,"Medium",12196.6754563895
"652","Michigan","Alcona County","Grand Rapids",49507,0,86,42.9320083,-85.6738004,29511,27493,376.139534883721,773.816279069767,397.676744186047,0,0,0.0813953488372093,27493,"Low",44015.6754563895
"653","Michigan","Alcona County","Grand Rapids",49506,159,303,42.9201275,-85.6203633,65222,59602,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,59602,"Medium",11906.6754563895
"654","Michigan","Alcona County","Grand Rapids",49508,162,599,42.8981651,-85.6169977,60702,300000,477.4,961.3,483.9,0.287145242070117,0.270450751252087,0.480801335559265,3e+05,"High",-228491.324543611
"656","Michigan","Alcona County","Greenville",48838,70,240,43.2587059,-85.3433802,61883,52923,483.5,972.2,488.7,0.358333333333333,0.291666666666667,0.520833333333333,52923,"Medium",18585.6754563895
"657","Michigan","Alcona County","Sparta",49345,100,207,43.1701683,-85.7392737,53442,38970,522.7,1045.1,522.4,0.497584541062802,0.483091787439614,0.661835748792271,38970,"Medium",32538.6754563895
"658","Michigan","Alcona County","Rockford",49341,298,622,43.1267962,-85.5565585,81194,69092,527.413504823151,1063.23311897106,535.913826366559,0.516077170418006,0.479099678456592,0.718649517684888,69092,"Medium",2416.67545638945
"659","Michigan","Alcona County","Belding",48809,39,149,43.0781728,-85.3761757,69839,300000,472.226174496644,962.260402684564,490.021476510067,0.295302013422819,0.261744966442953,0.476510067114094,3e+05,"High",-228491.324543611
"660","Michigan","Alcona County","Rockford",49341,298,622,43.0815439,-85.5657878,75257,62759,527.413504823151,1063.23311897106,535.913826366559,0.516077170418006,0.479099678456592,0.718649517684888,62759,"Medium",8749.67545638945
"661","Michigan","Alcona County","Grand Rapids",49525,287,533,43.0496445,-85.6029634,78527,73855,543.363039399625,1093.55178236398,550.142213883677,0.572232645403377,0.538461538461538,0.74484052532833,73855,"Medium",-2346.32454361055
"662","Michigan","Alcona County","Grand Rapids",49544,65,212,43.0433294,-85.7356145,77159,61891,485.395283018868,986.88679245283,501.500471698113,0.325471698113208,0.306603773584906,0.589622641509434,61891,"Medium",9617.67545638945
"663","Michigan","Alcona County","Grand Rapids",49544,65,212,43.0159337,-85.6958577,41446,33593,485.395283018868,986.88679245283,501.500471698113,0.325471698113208,0.306603773584906,0.589622641509434,33593,"Low",37915.6754563895
"664","Michigan","Alcona County","Grand Rapids",49534,11,29,42.9434934,-85.7567766,83645,70810,517.9,1041,523.1,0.448275862068966,0.379310344827586,0.689655172413793,70810,"Medium",698.67545638945
"665","Michigan","Alcona County","Grand Rapids",49546,214,313,42.9568107,-85.5789148,83872,70111,583.5,1168.6,585,0.690095846645367,0.68370607028754,0.862619808306709,70111,"Medium",1397.67545638945
"667","Michigan","Alcona County","Lowell",49331,143,264,42.979901,-85.37683,85608,67356,537.9,1074.7,536.7,0.575757575757576,0.541666666666667,0.738636363636364,67356,"Medium",4152.67545638945
"668","Michigan","Alcona County","Grand Rapids",49546,214,313,42.9047327,-85.4609706,119263,300000,583.5,1168.6,585,0.690095846645367,0.68370607028754,0.862619808306709,3e+05,"High",-228491.324543611
"669","Michigan","Alcona County","Grand Rapids",49506,159,303,42.9459612,-85.6220274,154108,151894,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,151894,"High",-80385.3245436105
"670","Michigan","Alcona County","Grand Rapids",49546,214,313,42.9191364,-85.5688996,63245,300000,583.5,1168.6,585,0.690095846645367,0.68370607028754,0.862619808306709,3e+05,"High",-228491.324543611
"671","Michigan","Alcona County","Grand Rapids",49508,162,599,42.8616316,-85.6083829,100359,90705,477.4,961.3,483.9,0.287145242070117,0.270450751252087,0.480801335559265,90705,"High",-19196.3245436105
"672","Michigan","Alcona County","Grand Rapids",49548,89,507,42.8777514,-85.6553293,43405,39251,452.550887573964,915.379487179487,462.828599605523,0.193293885601578,0.175542406311637,0.3767258382643,39251,"Medium",32257.6754563895
"673","Michigan","Alcona County","Grandville",49418,216,441,42.8908234,-85.7693652,58155,62722,531,1061.7,530.7,0.514739229024943,0.489795918367347,0.691609977324263,62722,"Medium",8786.67545638945
"676","Michigan","Alcona County","Wyoming",49509,47,410,42.8916789,-85.6918312,57332,300000,438.098783454988,904.276341463415,465.928292682927,0.131386861313869,0.114634146341463,0.397560975609756,3e+05,"High",-228491.324543611
"678","Michigan","Alcona County","Grand Rapids",49548,89,507,42.8705185,-85.6724366,59105,45204,452.550887573964,915.379487179487,462.828599605523,0.193293885601578,0.175542406311637,0.3767258382643,45204,"Medium",26304.6754563895
"680","Michigan","Alcona County","Byron Center",49315,174,285,42.7903925,-85.7333853,64176,59389,564.395087719298,1117.17157894737,552.770877192983,0.656140350877193,0.610526315789474,0.764912280701754,59389,"Medium",12119.6754563895
"681","Michigan","Alcona County","Caledonia",49316,214,362,42.8469486,-85.5879156,40725,34763,548,1092.8,544.8,0.621546961325967,0.591160220994475,0.776243093922652,34763,"Low",36745.6754563895
"682","Michigan","Alcona County","Caledonia",49316,214,362,42.808323,-85.5212597,103635,300000,548,1092.8,544.8,0.621546961325967,0.591160220994475,0.776243093922652,3e+05,"High",-228491.324543611
"683","Michigan","Alcona County","Baldwin",49304,0,15,43.859882,-85.7210355,30851,22208,450.7,918.7,468,0,0,0,22208,"Low",49300.6754563895
"686","Michigan","Alcona County","Lapeer",48446,123,408,43.1089953,-83.3256445,61300,49143,480.667892156863,986.331862745098,505.570098039216,0.316176470588235,0.301470588235294,0.605392156862745,49143,"Medium",22365.6754563895
"687","Michigan","Alcona County","Lapeer",48446,123,408,43.0469521,-83.3397943,60269,54618,480.667892156863,986.331862745098,505.570098039216,0.316176470588235,0.301470588235294,0.605392156862745,54618,"Medium",16890.6754563895
"688","Michigan","Alcona County","Bad Axe",48413,33,93,43.8054534,-82.9931247,44783,33995,497.249462365591,988.620430107527,491.389247311828,0.397849462365591,0.354838709677419,0.494623655913979,33995,"Low",37513.6754563895
"689","Michigan","Alcona County","Imlay City",48444,42,173,43.024482,-83.0452767,63107,53035,483.307514450867,969.978612716763,486.671098265896,0.289017341040462,0.242774566473988,0.468208092485549,53035,"Medium",18473.6754563895
"690","Michigan","Alcona County","Dryden",48428,18,48,42.9375613,-83.1740106,75652,63051,508.5,1015.4,506.9,0.375,0.375,0.666666666666667,63051,"Medium",8457.67545638945
"691","Michigan","Alcona County","Otisville",48463,21,92,43.0931098,-83.42843,83926,74900,468.8,948.9,480.1,0.293478260869565,0.228260869565217,0.478260869565217,74900,"Medium",-3391.32454361055
"692","Michigan","Alcona County","Maple City",49664,19,48,44.8901788,-86.0531265,89744,69073,506,1025.8,519.8,0.4375,0.395833333333333,0.708333333333333,69073,"Medium",2435.67545638945
"693","Michigan","Alcona County","Britton",49229,10,44,42.006576,-83.8373173,63037,56007,465,946.8,481.8,0.272727272727273,0.227272727272727,0.477272727272727,56007,"Medium",15501.6754563895
"694","Michigan","Alcona County","Addison",49220,19,60,42.0357425,-84.3067637,65211,61758,491.2,985,493.8,0.333333333333333,0.316666666666667,0.533333333333333,61758,"Medium",9750.67545638945
"695","Michigan","Alcona County","Adrian",49221,69,302,41.9525504,-83.9561403,66771,300000,481.285430463576,979.852317880795,498.566887417219,0.268211920529801,0.228476821192053,0.5,3e+05,"High",-228491.324543611
"696","Michigan","Alcona County","Adrian",49221,69,302,41.9025444,-84.0173488,41771,25647,481.285430463576,979.852317880795,498.566887417219,0.268211920529801,0.228476821192053,0.5,25647,"Low",45861.6754563895
"697","Michigan","Alcona County","Adrian",49221,69,302,41.9038459,-84.0612485,98869,89800,481.285430463576,979.852317880795,498.566887417219,0.268211920529801,0.228476821192053,0.5,89800,"High",-18291.3245436105
"698","Michigan","Alcona County","Adrian",49221,69,302,41.8527313,-84.0730603,53810,300000,481.285430463576,979.852317880795,498.566887417219,0.268211920529801,0.228476821192053,0.5,3e+05,"High",-228491.324543611
"700","Michigan","Alcona County","Morenci",49256,9,56,41.7628341,-84.2356468,50383,44728,464.8,939.8,475,0.160714285714286,0.160714285714286,0.428571428571429,44728,"Medium",26780.6754563895
"701","Michigan","Alcona County","Blissfield",49228,33,84,41.8146032,-83.8694297,59975,50484,505.5,1016.8,511.3,0.44047619047619,0.392857142857143,0.630952380952381,50484,"Medium",21024.6754563895
"702","Michigan","Alcona County","Clinton",49236,36,78,42.0468585,-83.9637048,67836,53891,526.5,1041.3,514.7,0.5,0.461538461538462,0.692307692307692,53891,"Medium",17617.6754563895
"703","Michigan","Alcona County","Howell",48855,0,22,42.6145427,-83.885633,114686,300000,416.381818181818,860.927272727273,444.545454545455,0,0,0,3e+05,"High",-228491.324543611
"704","Michigan","Alcona County","Fowlerville",48836,77,229,42.7386083,-84.0906427,79442,63485,498.17903930131,999.749344978166,501.570305676856,0.366812227074236,0.336244541484716,0.59825327510917,63485,"Medium",8023.67545638945
"705","Michigan","Alcona County","Howell",48843,207,551,42.6584895,-83.926721,80601,76327,505.7,1010.6,504.9,0.413793103448276,0.37568058076225,0.618874773139746,76327,"High",-4818.32454361055
"706","Michigan","Alcona County","Howell",48843,207,551,42.5668248,-83.9396705,93405,89455,505.7,1010.6,504.9,0.413793103448276,0.37568058076225,0.618874773139746,89455,"High",-17946.3245436105
"707","Michigan","Alcona County","Pinckney",48169,91,264,42.4443155,-83.980535,101224,97482,499.796590909091,1022.99204545455,523.195454545455,0.356060606060606,0.34469696969697,0.678030303030303,97482,"High",-25973.3245436105
"708","Michigan","Alcona County","Brighton",48114,7,59,42.5669601,-83.7546985,100902,300000,424.4,877.6,453.2,0.11864406779661,0.11864406779661,0.355932203389831,3e+05,"High",-228491.324543611
"709","Michigan","Alcona County","Brighton",48116,309,623,42.5264858,-83.7717855,74666,72482,530.376243980739,1078.78282504013,548.40658105939,0.504012841091493,0.495987158908507,0.773675762439807,72482,"Medium",-973.32454361055
"710","Michigan","Alcona County","Lansing",48910,14,243,42.6859041,-84.5063591,37141,27686,416.001646090535,865.938271604938,449.936625514403,0.065843621399177,0.0576131687242798,0.312757201646091,27686,"Low",43822.6754563895
"711","Michigan","Alcona County","Howell",48843,207,551,42.5932972,-83.8645908,81941,78077,505.7,1010.6,504.9,0.413793103448276,0.37568058076225,0.618874773139746,78077,"High",-6568.32454361055
"714","Michigan","Alcona County","South Lyon",48178,307,531,42.4559394,-83.727062,69243,54890,551.090395480226,1092.15141242938,541.061016949153,0.619585687382298,0.578154425612053,0.745762711864407,54890,"Medium",16618.6754563895
"716","Michigan","Alcona County","Saint Ignace",49781,7,47,45.9465703,-84.7826125,66430,53255,448.7,918.1,469.4,0.212765957446809,0.148936170212766,0.361702127659574,53255,"Medium",18253.6754563895
"717","Michigan","Alcona County","Richmond",48062,30,116,42.8081094,-82.7531189,61837,50334,485,982.2,497.2,0.267241379310345,0.258620689655172,0.637931034482759,50334,"Medium",21174.6754563895
"718","Michigan","Alcona County","Romeo",48065,183,395,42.8489807,-83.0563907,118613,122002,518.6,1044.6,526,0.483544303797468,0.463291139240506,0.708860759493671,122002,"High",-50493.3245436105
"720","Michigan","Alcona County","New Haven",48048,13,41,42.7310382,-82.7768148,73186,62286,497.6,991.7,494.1,0.365853658536585,0.317073170731707,0.560975609756098,62286,"Medium",9222.67545638945
"721","Michigan","Alcona County","East Lansing",48823,119,219,42.7515912,-84.5012729,69826,52029,541.6,1099.3,557.7,0.552511415525114,0.54337899543379,0.771689497716895,52029,"Medium",19479.6754563895
"722","Michigan","Alcona County","Chesterfield",48047,0,11,42.6665559,-82.8067053,90056,86897,340,735.5,395.5,0,0,0,86897,"High",-15388.3245436105
"723","Michigan","Alcona County","Chesterfield",48047,0,11,42.6825472,-82.7811315,83108,76160,340,735.5,395.5,0,0,0,76160,"High",-4651.32454361055
"724","Michigan","Alcona County","Macomb",48042,188,454,42.6999591,-82.9450046,101570,96392,516.5,1031.3,514.8,0.444933920704846,0.414096916299559,0.658590308370044,96392,"High",-24883.3245436105
"725","Michigan","Alcona County","Macomb",48044,354,732,42.6376265,-82.9151376,124038,300000,527.3,1046.9,519.5,0.513661202185792,0.483606557377049,0.669398907103825,3e+05,"High",-228491.324543611
"726","Michigan","Alcona County","Macomb",48044,354,732,42.6355038,-82.945882,56899,51025,527.3,1046.9,519.5,0.513661202185792,0.483606557377049,0.669398907103825,51025,"Medium",20483.6754563895
"727","Michigan","Alcona County","Shelby Township",48316,366,667,42.6990165,-83.0637654,68216,69412,548.7,1089.9,541.2,0.577211394302849,0.548725637181409,0.754122938530735,69412,"Medium",2096.67545638945
"728","Michigan","Alcona County","Rochester Hills",48307,0,15,42.653164,-83.0846405,50298,39211,457.3,911.3,454,0,0,0,39211,"Medium",32297.6754563895
"729","Michigan","Alcona County","Shelby Township",48317,187,439,42.651572,-83.0279329,97231,88833,513.5,1028.5,515,0.446469248291572,0.425968109339408,0.642369020501139,88833,"High",-17324.3245436105
"730","Michigan","Alcona County","Macomb",48044,354,732,42.6509826,-82.999214,87541,79013,527.3,1046.9,519.5,0.513661202185792,0.483606557377049,0.669398907103825,79013,"High",-7504.32454361055
"731","Michigan","Alcona County","Sterling Heights",48313,483,1117,42.6006514,-83.0029032,68308,300000,519.75290957923,1032.85971351835,513.085586392122,0.478066248880931,0.432408236347359,0.625783348254252,3e+05,"High",-228491.324543611
"732","Michigan","Alcona County","East Lansing",48823,119,219,42.7230904,-84.4890634,0,0,541.6,1099.3,557.7,0.552511415525114,0.54337899543379,0.771689497716895,0,"Low",71508.6754563895
"734","Michigan","Alcona County","Sterling Heights",48310,0,48,42.5863683,-83.0822161,72084,60786,368.8,769.6,400.8,0,0,0,60786,"Medium",10722.6754563895
"735","Michigan","Alcona County","Sterling Heights",48313,483,1117,42.5819401,-82.9998482,59830,50231,519.75290957923,1032.85971351835,513.085586392122,0.478066248880931,0.432408236347359,0.625783348254252,50231,"Medium",21277.6754563895
"736","Michigan","Alcona County","Sterling Heights",48310,0,48,42.5729272,-83.0774756,75877,69478,368.8,769.6,400.8,0,0,0,69478,"Medium",2030.67545638945
"737","Michigan","Alcona County","Sterling Heights",48312,79,324,42.5586866,-83.0194985,72769,67033,468.4,957.4,489,0.262345679012346,0.243827160493827,0.533950617283951,67033,"Medium",4475.67545638945
"738","Michigan","Alcona County","Sterling Heights",48312,79,324,42.5468425,-82.987449,53297,47618,468.4,957.4,489,0.262345679012346,0.243827160493827,0.533950617283951,47618,"Medium",23890.6754563895
"739","Michigan","Alcona County","Sterling Heights",48310,0,48,42.5426163,-83.0781566,75717,60396,368.8,769.6,400.8,0,0,0,60396,"Medium",11112.6754563895
"740","Michigan","Alcona County","Clinton Township",48038,313,744,42.6199454,-82.8744394,49115,44715,513.473387096774,1024.39758064516,510.924193548387,0.443548387096774,0.420698924731183,0.435483870967742,44715,"Medium",26793.6754563895
"741","Michigan","Alcona County","Clinton Township",48038,313,744,42.5938595,-82.9379521,77680,71224,513.473387096774,1024.39758064516,510.924193548387,0.443548387096774,0.420698924731183,0.435483870967742,71224,"Medium",284.67545638945
"743","Michigan","Alcona County","Mount Clemens",48043,0,42,42.5757549,-82.9009043,70355,64133,402.9,835.7,432.9,0,0,0.238095238095238,64133,"Medium",7375.67545638945
"744","Michigan","Alcona County","Okemos",48864,302,686,42.720734,-84.4137413,82006,72379,517.842419825073,1051.71895043732,533.870991253644,0.451895043731778,0.440233236151603,0.650145772594752,72379,"Medium",-870.32454361055
"745","Michigan","Alcona County","Clinton Township",48035,9,178,42.5617999,-82.9083931,53382,54438,411.058426966292,847.175842696629,436.062921348315,0.0561797752808989,0.050561797752809,0.258426966292135,54438,"Medium",17070.6754563895
"746","Michigan","Alcona County","Clinton Township",48035,9,178,42.545111,-82.8847525,60276,53599,411.058426966292,847.175842696629,436.062921348315,0.0561797752808989,0.050561797752809,0.258426966292135,53599,"Medium",17909.6754563895
"747","Michigan","Alcona County","Clinton Township",48038,313,744,42.6171412,-82.9490036,70386,50020,513.473387096774,1024.39758064516,510.924193548387,0.443548387096774,0.420698924731183,0.435483870967742,50020,"Medium",21488.6754563895
"748","Michigan","Alcona County","Mount Clemens",48043,0,42,42.6001693,-82.8663576,60551,300000,402.9,835.7,432.9,0,0,0.238095238095238,3e+05,"High",-228491.324543611
"749","Michigan","Alcona County","Mount Clemens",48043,0,42,42.5902884,-82.8914911,48104,300000,402.9,835.7,432.9,0,0,0.238095238095238,3e+05,"High",-228491.324543611
"750","Michigan","Alcona County","Harrison Township",48045,92,348,42.5842312,-82.8446232,80649,71651,482.4,973.4,491.1,0.310344827586207,0.264367816091954,0.508620689655172,71651,"Medium",-142.32454361055
"751","Michigan","Alcona County","Clinton Township",48035,9,178,42.5626326,-82.8622695,41086,33073,411.058426966292,847.175842696629,436.062921348315,0.0561797752808989,0.050561797752809,0.258426966292135,33073,"Low",38435.6754563895
"752","Michigan","Alcona County","Saint Clair Shores",48082,103,384,42.5257383,-82.8795525,52904,43665,510.97890625,991.11015625,480.13125,0.375,0.268229166666667,0.4765625,43665,"Medium",27843.6754563895
"753","Michigan","Alcona County","Saint Clair Shores",48082,103,384,42.5162474,-82.883618,68334,47989,510.97890625,991.11015625,480.13125,0.375,0.268229166666667,0.4765625,47989,"Medium",23519.6754563895
"754","Michigan","Alcona County","Saint Clair Shores",48081,112,326,42.4991866,-82.9078458,69343,300000,492.9,1004.6,511.7,0.358895705521472,0.343558282208589,0.674846625766871,3e+05,"High",-228491.324543611
"755","Michigan","Alcona County","Holt",48842,104,373,42.6452828,-84.5367666,62045,49456,480.5,985.4,504.8,0.289544235924933,0.278820375335121,0.581769436997319,49456,"Medium",22052.6754563895
"756","Michigan","Alcona County","Saint Clair Shores",48081,112,326,42.4888502,-82.9029136,84215,80458,492.9,1004.6,511.7,0.358895705521472,0.343558282208589,0.674846625766871,80458,"High",-8949.32454361055
"757","Michigan","Alcona County","Saint Clair Shores",48080,19,135,42.472693,-82.8793045,50204,36017,433,898.7,465.7,0.148148148148148,0.140740740740741,0.355555555555556,36017,"Medium",35491.6754563895
"758","Michigan","Alcona County","Saint Clair Shores",48080,19,135,42.4585458,-82.9061844,59797,48047,433,898.7,465.7,0.148148148148148,0.140740740740741,0.355555555555556,48047,"Medium",23461.6754563895
"759","Michigan","Alcona County","Grosse Pointe Woods",48236,400,697,42.4565481,-82.8755852,74439,58939,554.05824964132,1119.89569583931,565.837446197991,0.582496413199426,0.573888091822095,0.81922525107604,58939,"Medium",12569.6754563895
"760","Michigan","Alcona County","Fraser",48026,107,458,42.5275927,-82.9591541,63644,49529,473.360043668122,979.357860262009,505.997816593886,0.253275109170306,0.233624454148472,0.593886462882096,49529,"Medium",21979.6754563895
"761","Michigan","Alcona County","Roseville",48066,26,284,42.5173176,-82.9130987,49313,37497,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,37497,"Medium",34011.6754563895
"762","Michigan","Alcona County","Roseville",48066,26,284,42.5172926,-82.9601395,55280,41251,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,41251,"Medium",30257.6754563895
"763","Michigan","Alcona County","Roseville",48066,26,284,42.5059378,-82.924776,40633,38347,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,38347,"Medium",33161.6754563895
"764","Michigan","Alcona County","Roseville",48066,26,284,42.4904523,-82.9597083,56881,40094,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,40094,"Medium",31414.6754563895
"765","Michigan","Alcona County","Roseville",48066,26,284,42.4840704,-82.9218086,56826,54193,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,54193,"Medium",17315.6754563895
"766","Michigan","Alcona County","Leslie",49251,25,80,42.4657898,-84.4235615,64091,54336,485.3,987.9,502.6,0.325,0.3125,0.5625,54336,"Medium",17172.6754563895
"767","Michigan","Alcona County","Eastpointe",48021,0,150,42.4735496,-82.9224382,63751,58367,405.4,829,423.6,0.0533333333333333,0,0.18,58367,"Medium",13141.6754563895
