"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"168","Michigan","Alcona County","Taylor",48180,77,494,42.2020118,-83.291338,51833,45131,440.523076923077,904.264170040486,463.741093117409,0.161943319838057,0.15587044534413,0.408906882591093,45131,"Medium",26377.6754563895
"169","Michigan","Alcona County","Taylor",48180,77,494,42.1892724,-83.2966522,21515,18735,440.523076923077,904.264170040486,463.741093117409,0.161943319838057,0.15587044534413,0.408906882591093,18735,"Low",52773.6754563895
"170","Michigan","Alcona County","Romulus",48174,28,178,42.2247997,-83.4002285,39888,29160,446.878651685393,904.105617977528,457.226966292135,0.179775280898876,0.157303370786517,0.314606741573034,29160,"Low",42348.6754563895
"171","Michigan","Alcona County","Belleville",48111,76,369,42.203556,-83.4838128,79611,51288,462.3,948.6,486.3,0.21680216802168,0.205962059620596,0.493224932249323,51288,"Medium",20220.6754563895
"172","Michigan","Alcona County","Belleville",48111,76,369,42.2376385,-83.5269674,48741,36776,462.3,948.6,486.3,0.21680216802168,0.205962059620596,0.493224932249323,36776,"Medium",34732.6754563895
"173","Michigan","Alcona County","New Boston",48164,74,201,42.136205,-83.455383,70118,60179,505.6,1028,522.4,0.417910447761194,0.368159203980099,0.711442786069652,60179,"Medium",11329.6754563895
"174","Michigan","Alcona County","New Boston",48164,74,201,42.1188627,-83.3805275,74585,69780,505.6,1028,522.4,0.417910447761194,0.368159203980099,0.711442786069652,69780,"Medium",1728.67545638945
"175","Michigan","Alcona County","Shelby Township",48316,366,667,42.6622078,-83.063452,74166,55115,548.7,1089.9,541.2,0.577211394302849,0.548725637181409,0.754122938530735,55115,"Medium",16393.6754563895
"176","Michigan","Alcona County","Romulus",48174,28,178,42.1687441,-83.2852311,87435,85026,446.878651685393,904.105617977528,457.226966292135,0.179775280898876,0.157303370786517,0.314606741573034,85026,"High",-13517.3245436105
"177","Michigan","Alcona County","Brownstown Twp",48183,105,237,42.0973709,-83.2321574,53622,35280,514.6,1028.5,513.9,0.472573839662447,0.443037974683544,0.628691983122363,35280,"Medium",36228.6754563895
"178","Michigan","Alcona County","Woodhaven",48183,105,237,42.1235159,-83.2504208,63219,55145,514.6,1028.5,513.9,0.472573839662447,0.443037974683544,0.628691983122363,55145,"Medium",16363.6754563895
"179","Michigan","Alcona County","Woodhaven",48183,105,237,42.1482188,-83.2112552,72573,66230,514.6,1028.5,513.9,0.472573839662447,0.443037974683544,0.628691983122363,66230,"Medium",5278.67545638945
"180","Michigan","Alcona County","Riverview",48193,88,214,42.1788851,-83.1756468,45111,20431,514.8,1052.2,537.4,0.425233644859813,0.411214953271028,0.757009345794393,20431,"Low",51077.6754563895
"181","Michigan","Alcona County","Grosse Ile",48138,82,147,42.1015453,-83.1604515,78148,59281,541.3,1091.2,549.9,0.564625850340136,0.557823129251701,0.836734693877551,59281,"Medium",12227.6754563895
"182","Michigan","Alcona County","Rockwood",48173,86,290,42.1054371,-83.2010178,75249,66030,485.45724137931,991.391034482759,505.933793103448,0.317241379310345,0.296551724137931,0.613793103448276,66030,"Medium",5478.67545638945
"183","Michigan","Alcona County","Flat Rock",48134,187,541,42.0874384,-83.270916,71062,62435,506.888170055453,1016.82643253235,509.938262476895,0.382624768946396,0.345656192236599,0.604436229205176,62435,"Medium",9073.67545638945
"185","Michigan","Alcona County","Holland",49423,132,365,42.7430096,-86.1872019,98661,81946,494.88,1001.92630136986,506.99095890411,0.380821917808219,0.361643835616438,0.567123287671233,81946,"High",-10437.3245436105
"187","Michigan","Alcona County","Sterling Heights",48313,483,1117,42.6006514,-83.0029032,73915,67100,519.75290957923,1032.85971351835,513.085586392122,0.478066248880931,0.432408236347359,0.625783348254252,67100,"Medium",4408.67545638945
"188","Michigan","Alcona County","Cadillac",49601,70,216,44.2564022,-85.3886364,45652,46124,498.672222222222,1008.20925925926,509.537037037037,0.342592592592593,0.324074074074074,0.625,46124,"Medium",25384.6754563895
"189","Michigan","Alcona County","Benton Harbor",49022,0,145,42.0980078,-86.4481998,29032,20048,372.428275862069,764.97724137931,392.572413793103,0,0,0.0689655172413793,20048,"Low",51460.6754563895
"190","Michigan","Alcona County","Sterling Heights",48312,79,324,42.5698864,-82.9934126,61143,54697,468.4,957.4,489,0.262345679012346,0.243827160493827,0.533950617283951,54697,"Medium",16811.6754563895
"191","Michigan","Alcona County","Sterling Heights",48312,79,324,42.5410268,-83.0179474,62244,55252,468.4,957.4,489,0.262345679012346,0.243827160493827,0.533950617283951,55252,"Medium",16256.6754563895
"192","Michigan","Alcona County","Clinton Township",48036,0,30,42.579147,-82.936503,85328,75295,383.346666666667,801.996666666667,418.686666666667,0,0,0,75295,"High",-3786.32454361055
"193","Michigan","Alcona County","Clinton Township",48035,9,178,42.545111,-82.8847525,57334,49331,411.058426966292,847.175842696629,436.062921348315,0.0561797752808989,0.050561797752809,0.258426966292135,49331,"Medium",22177.6754563895
"194","Michigan","Alcona County","Mount Clemens",48043,0,42,42.6067625,-82.8928351,38733,31978,402.9,835.7,432.9,0,0,0.238095238095238,31978,"Low",39530.6754563895
"195","Michigan","Alcona County","Saint Clair Shores",48082,103,384,42.537204,-82.869279,71409,61159,510.97890625,991.11015625,480.13125,0.375,0.268229166666667,0.4765625,61159,"Medium",10349.6754563895
"196","Michigan","Alcona County","Saint Clair Shores",48081,112,326,42.4998081,-82.8872545,57370,44048,492.9,1004.6,511.7,0.358895705521472,0.343558282208589,0.674846625766871,44048,"Medium",27460.6754563895
"197","Michigan","Alcona County","Saint Clair Shores",48080,19,135,42.461916,-82.8915679,62831,56446,433,898.7,465.7,0.148148148148148,0.140740740740741,0.355555555555556,56446,"Medium",15062.6754563895
"198","Michigan","Alcona County","Roseville",48066,26,284,42.5131655,-82.9406965,43624,38812,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,38812,"Medium",32696.6754563895
"199","Michigan","Alcona County","Roseville",48066,26,284,42.4907962,-82.9351259,53230,49430,415.7,878.9,463.2,0.0915492957746479,0.0915492957746479,0.387323943661972,49430,"Medium",22078.6754563895
"200","Michigan","Alcona County","Stevensville",49127,105,225,42.0069006,-86.4898691,83794,74313,526.3,1054.4,528,0.52,0.466666666666667,0.68,74313,"Medium",-2804.32454361055
"201","Michigan","Alcona County","Eastpointe",48021,0,150,42.4686004,-82.9414398,46947,35258,405.4,829,423.6,0.0533333333333333,0,0.18,35258,"Medium",36250.6754563895
"202","Michigan","Alcona County","Warren",48093,117,354,42.5294712,-83.0187008,79050,65901,487.4,998.5,511.1,0.34180790960452,0.330508474576271,0.615819209039548,65901,"Medium",5607.67545638945
"203","Michigan","Alcona County","Warren",48088,44,263,42.5118291,-82.9780507,52004,40298,458.954372623574,928.838783269962,469.884410646388,0.190114068441065,0.167300380228137,0.463878326996198,40298,"Medium",31210.6754563895
"204","Michigan","Alcona County","Warren",48091,39,244,42.4836777,-83.0517171,54353,44973,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,44973,"Medium",26535.6754563895
"205","Michigan","Alcona County","Warren",48089,9,167,42.4552791,-83.030382,33751,22996,398.474251497006,813.625149700599,415.061077844311,0.0538922155688623,0.0538922155688623,0.131736526946108,22996,"Low",48512.6754563895
"206","Michigan","Alcona County","Sterling Heights",48310,0,48,42.5631836,-83.0399356,42499,300000,368.8,769.6,400.8,0,0,0,3e+05,"High",-228491.324543611
"207","Michigan","Alcona County","Brethren",49619,9,31,44.2125629,-85.9751576,38718,30887,481.6,991,509.4,0.290322580645161,0.290322580645161,0.645161290322581,30887,"Low",40621.6754563895
"208","Michigan","Alcona County","Marquette",49855,107,285,46.5804229,-87.3902954,34293,23290,507.962105263158,1033.43719298246,525.387368421053,0.403508771929825,0.375438596491228,0.635087719298246,23290,"Low",48218.6754563895
"209","Michigan","Alcona County","Ishpeming",49849,52,136,46.4765499,-87.6461496,38727,29462,501.773529411765,1017.95441176471,516.180882352941,0.397058823529412,0.382352941176471,0.654411764705882,29462,"Low",42046.6754563895
"210","Michigan","Alcona County","Custer",49405,0,26,44.0932824,-86.166837,51869,39605,480,952.7,472.7,0.230769230769231,0,0.423076923076923,39605,"Medium",31903.6754563895
"211","Michigan","Alcona County","Coloma",49038,28,125,42.1964135,-86.2954354,64182,54746,462.3,949.8,487.4,0.24,0.224,0.512,54746,"Medium",16762.6754563895
"212","Michigan","Alcona County","Remus",49340,32,130,43.6771686,-85.2244912,48981,42076,478.676923076923,952.769230769231,474.092307692308,0.292307692307692,0.246153846153846,0.476923076923077,42076,"Medium",29432.6754563895
"214","Michigan","Alcona County","Midland",48640,250,452,43.6331427,-84.2324373,84120,72395,549.975884955752,1096.07013274336,546.094247787611,0.584070796460177,0.553097345132743,0.730088495575221,72395,"Medium",-886.32454361055
"215","Michigan","Alcona County","Midland",48640,250,452,43.611856,-84.3293159,75716,66949,549.975884955752,1096.07013274336,546.094247787611,0.584070796460177,0.553097345132743,0.730088495575221,66949,"Medium",4559.67545638945
"216","Michigan","Alcona County","Mc Bain",49657,22,85,44.2419442,-84.9912982,48581,40563,480.2,990.6,510.4,0.258823529411765,0.258823529411765,0.647058823529412,40563,"Medium",30945.6754563895
"217","Michigan","Alcona County","Monroe",48161,114,450,41.9272259,-83.5168249,71820,66210,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,66210,"Medium",5298.67545638945
"218","Michigan","Alcona County","Monroe",48161,114,450,41.9038801,-83.4001379,55425,40779,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,40779,"Medium",30729.6754563895
"219","Michigan","Alcona County","Ottawa Lake",49267,13,52,41.7721326,-83.7102205,69272,59468,482.3,982.1,499.8,0.25,0.25,0.634615384615385,59468,"Medium",12040.6754563895
"220","Michigan","Alcona County","Vestaburg",48891,4,44,43.3720591,-84.9108496,51830,43322,431.136363636364,882.75,451.613636363636,0.136363636363636,0.0909090909090909,0.295454545454545,43322,"Medium",28186.6754563895
"222","Michigan","Alcona County","Three Oaks",49128,11,36,41.79118,-86.5145824,53962,48760,463.9,957.8,493.9,0.361111111111111,0.305555555555556,0.555555555555556,48760,"Medium",22748.6754563895
"223","Michigan","Alcona County","Muskegon",49442,42,268,43.2290526,-86.2161816,34310,24095,452.655223880597,918.984328358209,466.329104477612,0.182835820895522,0.156716417910448,0.388059701492537,24095,"Low",47413.6754563895
"224","Michigan","Alcona County","Muskegon",49445,89,352,43.2521632,-86.2708308,71082,55346,468.190909090909,956.89375,488.702840909091,0.261363636363636,0.252840909090909,0.53125,55346,"Medium",16162.6754563895
"225","Michigan","Alcona County","Muskegon",49441,117,480,43.1844563,-86.2664097,63913,47755,466.839166666667,949.796666666667,482.9575,0.258333333333333,0.24375,0.48125,47755,"Medium",23753.6754563895
"226","Michigan","Alcona County","Holton",49425,7,77,43.3884401,-86.0887897,52742,43414,429.127272727273,881.518181818182,452.472727272727,0.103896103896104,0.0909090909090909,0.311688311688312,43414,"Medium",28094.6754563895
"227","Michigan","Alcona County","Montague",49437,31,117,43.2896901,-86.761684,0,0,482.2,972.9,490.7,0.290598290598291,0.264957264957265,0.504273504273504,0,"Low",71508.6754563895
"228","Michigan","Alcona County","Grant",49327,36,118,43.3479125,-85.7724155,50811,41102,490.8,991.6,500.8,0.338983050847458,0.305084745762712,0.559322033898305,41102,"Medium",30406.6754563895
"229","Michigan","Alcona County","Oxford",48371,183,460,42.8198432,-83.3687667,78454,65577,507.594347826087,1028.49,520.989130434783,0.417391304347826,0.397826086956522,0.645652173913044,65577,"Medium",5931.67545638945
"231","Michigan","Alcona County","Clarkston",48346,299,645,42.7172594,-83.3603298,68184,56350,525.625736434108,1055.16434108527,529.442015503876,0.497674418604651,0.463565891472868,0.668217054263566,56350,"Medium",15158.6754563895
"232","Michigan","Alcona County","Lake Orion",48360,311,601,42.7351386,-83.2338682,108182,105007,537.85540765391,1085.24542429285,547.390016638935,0.544093178036606,0.517470881863561,0.767054908485857,105007,"High",-33498.3245436105
"233","Michigan","Alcona County","Niles",49120,78,283,41.8038321,-86.241531,43959,34922,479.800706713781,965.242756183746,485.509187279152,0.296819787985866,0.275618374558304,0.491166077738516,34922,"Low",36586.6754563895
"235","Michigan","Alcona County","Wixom",48393,0,33,42.5393215,-83.5479434,114675,114558,397.6,820.9,423.3,0,0,0.181818181818182,114558,"High",-43049.3245436105
"237","Michigan","Alcona County","Novi",48375,391,573,42.4603424,-83.44473,76688,65151,602.077486910995,1184.75253054101,582.675043630017,0.705061082024433,0.682373472949389,0.820244328097731,65151,"Medium",6357.67545638945
"239","Michigan","Alcona County","Auburn Hills",48326,84,216,42.6273099,-83.2237135,72079,53384,503.6,1009.2,505.6,0.407407407407407,0.388888888888889,0.578703703703704,53384,"Medium",18124.6754563895
"240","Michigan","Alcona County","Waterford",48328,53,400,42.6379866,-83.317211,41308,32346,438.951,894.6935,455.7425,0.155,0.1325,0.3475,32346,"Low",39162.6754563895
"241","Michigan","Alcona County","Waterford",48329,90,314,42.6934178,-83.4352355,77340,66021,475,963.6,488.6,0.302547770700637,0.286624203821656,0.531847133757962,66021,"Medium",5487.67545638945
"242","Michigan","Alcona County","Waterford",48328,53,400,42.6284223,-83.3686341,67536,55834,438.951,894.6935,455.7425,0.155,0.1325,0.3475,55834,"Medium",15674.6754563895
"243","Michigan","Alcona County","Bloomfield Hills",48302,246,435,42.5888735,-83.273087,125233,115001,553,1116.7,563.7,0.577011494252874,0.56551724137931,0.793103448275862,115001,"High",-43492.3245436105
"244","Michigan","Alcona County","Quincy",49082,30,97,41.9157391,-84.9094136,63363,56966,480.8,971.1,490.3,0.350515463917526,0.309278350515464,0.525773195876289,56966,"Medium",14542.6754563895
"245","Michigan","Alcona County","Birmingham",48009,211,289,42.5384125,-83.2355268,157766,165979,595.2,1176.3,581.1,0.747404844290657,0.730103806228374,0.8719723183391,165979,"High",-94470.3245436105
"247","Michigan","Alcona County","West Bloomfield",48323,194,425,42.554741,-83.4267337,91778,64983,531.1,1062.2,531.1,0.498823529411765,0.456470588235294,0.661176470588235,64983,"Medium",6525.67545638945
"248","Michigan","Alcona County","Beverly Hills",48025,167,294,42.5244586,-83.2138168,105825,99486,556.195238095238,1115.2380952381,558.947619047619,0.591836734693878,0.568027210884354,0.768707482993197,99486,"High",-27977.3245436105
"250","Michigan","Alcona County","Southfield",48075,14,79,42.468539,-83.2198221,72819,64996,430.8,867.848101265823,437.105063291139,0.20253164556962,0.177215189873418,0.278481012658228,64996,"Medium",6512.67545638945
"251","Michigan","Alcona County","Farmington Hills",48334,274,571,42.5208083,-83.3695526,86153,63076,539.871278458844,1081.88003502627,542.008756567426,0.499124343257443,0.479859894921191,0.702276707530648,63076,"Medium",8432.67545638945
"252","Michigan","Alcona County","Farmington Hills",48336,123,292,42.4513571,-83.3308146,54322,41129,517.848630136986,1046.02123287671,528.182876712329,0.428082191780822,0.421232876712329,0.674657534246575,41129,"Medium",30379.6754563895
"254","Michigan","Alcona County","Oak Park",48237,8,361,42.4668124,-83.1918645,68104,63150,392.709972299169,811.626038781163,418.916066481995,0.0249307479224377,0.0221606648199446,0.163434903047091,63150,"Medium",8358.67545638945
"255","Michigan","Alcona County","Battle Creek",49015,100,353,42.3071719,-85.1956706,35676,30669,482.803399433428,966.791501416431,483.997450424929,0.322946175637394,0.28328611898017,0.490084985835694,30669,"Low",40839.6754563895
"256","Michigan","Alcona County","Ferndale",48220,42,324,42.4540818,-83.1255271,67230,54636,430.286111111111,883.60462962963,453.318518518519,0.141975308641975,0.12962962962963,0.305555555555556,54636,"Medium",16872.6754563895
"257","Michigan","Alcona County","Madison Heights",48071,62,296,42.5271965,-83.1011073,33902,24121,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,24121,"Low",47387.6754563895
"258","Michigan","Alcona County","Royal Oak",48073,158,292,42.5252858,-83.1851352,74888,63603,540.95,1084.08356164384,543.133561643836,0.554794520547945,0.541095890410959,0.736301369863014,63603,"Medium",7905.67545638945
"259","Michigan","Alcona County","Madison Heights",48071,62,296,42.4903482,-83.1199675,82924,72072,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,72072,"Medium",-563.32454361055
"260","Michigan","Alcona County","Rochester",48306,600,834,42.7278543,-83.1470168,130136,300000,596.598081534772,1178.99040767386,582.392326139089,0.745803357314149,0.719424460431655,0.862110311750599,3e+05,"High",-228491.324543611
"261","Michigan","Alcona County","Rochester Hills",48306,600,834,42.7019146,-83.2041865,150764,143225,596.598081534772,1178.99040767386,582.392326139089,0.745803357314149,0.719424460431655,0.862110311750599,143225,"High",-71716.3245436105
"262","Michigan","Alcona County","Rochester Hills",48307,0,15,42.6445799,-83.1221188,68912,56041,457.3,911.3,454,0,0,0,56041,"Medium",15467.6754563895
"263","Michigan","Alcona County","Troy",48098,362,512,42.6086071,-83.1585727,98068,81529,612.14375,1197.466015625,585.23203125,0.73828125,0.70703125,0.80859375,81529,"High",-10020.3245436105
"266","Michigan","Alcona County","Battle Creek",49015,100,353,42.2754844,-85.2478657,93778,78282,482.803399433428,966.791501416431,483.997450424929,0.322946175637394,0.28328611898017,0.490084985835694,78282,"High",-6773.32454361055
